0001,Graafikalaud
0002,Mälupulk
0003,Kaamera
0004,Mikrofon
0005,Kõrvaklapid
0006,Tahvelarvuti
0007,Adapter
0008,Kaabel
0009,Statiiv
0010,Esitlusarvuti
0011,Valgusti
0012,Veebikaamera
0013,Owl
0014,ID-kaardi lugeja
